,id,subgroup,sampleSize,population,weight,grade,multiversions,url,created_at,startDate,endDate,pollster,tracking,approve_pct,disapprove_pct,approve_adjusted,disapprove_adjusted
1213,85677,All polls,1583,a,0.53734712,B-,False,http://polling.reuters.com/#poll/CP3_2/,2018-08-03,2018-07-29,2018-08-02,Ipsos,T,40.0,55.5,41.025229,54.163094
1214,85695,All polls,1000,a,0.11602179,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5fhjkfaodf/tabs_Trump_Tweets_20180731.pdf,2018-08-03,2018-07-31,2018-08-01,YouGov,,40.0,52.0,40.852674,54.092018
1215,85658,All polls,1500,lv,0.36556225000000003,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2018-08-03,2018-07-31,2018-08-02,Rasmussen Reports/Pulse Opinion Research,T,48.0,50.0,42.589808,51.35076
1216,86306,All polls,2716,rv,0.31511518,B,False,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/Toplines%20GW%20Politics%20Poll%20Wave%202.pdf,2018-08-23,2018-07-23,2018-08-09,YouGov,,45.0,53.0,45.852674,55.092018
1217,85903,All polls,2421,a,0.03077295,D-,False,https://drive.google.com/file/d/1r8VQVNRi8rEe9yagylGtea-cT_hA8LOS/view,2018-08-07,2018-08-01,2018-08-03,SurveyMonkey,,44.0,55.0,41.483824,54.139324
1218,85697,All polls,1000,a,0.11721469999999999,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/vhb2pjj9sr/tabs_Trump_Tweets_20180801.pdf,2018-08-03,2018-08-01,2018-08-02,YouGov,,39.0,51.0,39.852674,53.092018
1219,85874,All polls,1500,a,0.89223368,B,False,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,2018-08-06,2018-07-30,2018-08-05,Gallup,,41.0,54.0,41.758978,52.571502
1220,85702,All polls,1000,a,0.11789532,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/no55iexav2/tabs_Trump_Tweets_20180802.pdf,2018-08-06,2018-08-02,2018-08-03,YouGov,,40.0,50.0,40.852674,52.092018
1221,85906,All polls,1994,rv,0.41713603,B/C,False,https://morningconsult.com/wp-content/uploads/2018/08/180805_crosstabs_POLITICO_V3.pdf,2018-08-08,2018-08-02,2018-08-06,Morning Consult,,43.0,52.0,42.132344,52.905957
1222,85926,All polls,1021,rv,0.40414104,C,False,http://thehill.com/hilltv/what-americas-thinking/400919-poll-trumps-approval-rating-falls-four-points,2018-08-08,2018-08-03,2018-08-04,HarrisX,,51.0,49.0,46.702992,48.295294
1223,91967,All polls,1000,a,0.11803413,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hgco9v9ojn/tabs_Trump_Tweets_20180803.pdf,2018-11-28,2018-08-03,2018-08-05,YouGov,,39.0,51.0,39.852674,53.092018
1224,86061,All polls,1128,rv,0.84082727,,False,https://navigatorresearch.org/wp-content/uploads/2018/08/Navigator-August-Tracker-Topline-F8.14.18.pdf,2018-08-15,2018-08-02,2018-08-05,Global Strategy Group/GBAO (Navigator Research),,39.0,57.0,39.688079,54.794804
1225,85965,All polls,17962,a,0.21279934,D-,False,https://drive.google.com/file/d/1ZRnQqghGmIUsRNGxMnZ8dIt0QFBZQWWy/view,2018-08-09,2018-08-02,2018-08-08,SurveyMonkey,,44.0,54.0,41.483824,53.139324
1226,85984,All polls,1774,a,0.551978979999999,B-,False,http://polling.reuters.com/#!response/CP3_2/type/smallest/,2018-08-10,2018-08-03,2018-08-07,Ipsos,T,43.1,51.4,44.125229,50.063094
1227,85901,All polls,1000,a,0.11817379,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yb2t2oeqrl/tabs_Trump_Tweets_20180804.pdf,2018-08-07,2018-08-04,2018-08-05,YouGov,,37.0,53.0,37.852674,55.092018
1228,85899,All polls,1000,a,0.1183332,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wb80ftt186/tabs_Trump_Tweets_20180805.pdf,2018-08-07,2018-08-05,2018-08-06,YouGov,,40.0,51.0,40.852674,53.092018
1229,85905,All polls,1500,lv,0.41319279999999997,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2018-08-08,2018-08-05,2018-08-07,Rasmussen Reports/Pulse Opinion Research,T,47.0,51.0,41.589808,52.35076
1230,86314,All polls,4581,a,1.73962,B/C,False,http://www.people-press.org/2018/08/23/trump-has-met-the-publics-modest-expectations-for-his-presidency/,2018-08-23,2018-07-30,2018-08-12,Pew Research Center,,40.0,59.0,41.791383,55.726912
1231,85918,All polls,1500,a,0.17749979999999999,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/q6cfmfwwh4/econTabReport.pdf,2018-08-08,2018-08-05,2018-08-07,YouGov,,40.0,49.0,40.852674,51.092018
1232,85964,All polls,1016,lv,1.0121077,C+,False,https://zogbyanalytics.com/news/862-the-zogby-poll-trump-s-job-approval-jumps-a-majority-of-voters-think-the-economy-will-be-good-the-next-four-years-a-majority-want-the-mueller-probe-to-wrap-up-now,2018-08-09,2018-08-06,2018-08-08,Zogby Analytics,,46.0,51.0,43.043652,52.661229
1233,85927,All polls,1000,rv,0.38311232,C,False,http://thehill.com/hilltv/what-americas-thinking/400919-poll-trumps-approval-rating-falls-four-points,2018-08-08,2018-08-06,2018-08-07,HarrisX,,47.0,53.0,42.702992,52.295294
1234,85973,All polls,1000,a,0.120069,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/v3b1dndaaq/tabs_Trump_Tweets_20180807.pdf,2018-08-10,2018-08-07,2018-08-09,YouGov,,42.0,48.0,42.852674,50.092018
1235,91920,All polls,800,a,0.76834123,,False,https://thepulseofthenation.com/downloads/201808-CAH_PulseOfTheNation_Crosstabs.pdf,2018-11-28,2018-08-01,2018-08-15,Cards Against Humanity/Survey Sampling International,,35.0,46.0,36.931107,49.848804
1236,85969,All polls,1000,a,0.120069,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xnyycv3nzo/tabs_Trump_Tweets_20180806.pdf,2018-08-10,2018-08-07,2018-08-08,YouGov,,40.0,53.0,40.852674,55.092018
1237,86088,All polls,2096,a,0.02674934,D-,False,https://drive.google.com/file/d/1dOZzQeu8dNCrobxmLxQBzme_otiitm9Q/view,2018-08-16,2018-08-08,2018-08-10,SurveyMonkey,,45.0,53.0,42.483824,52.139324
1238,92731,All polls,9558,a,0.12198004,D-,False,https://drive.google.com/file/d/1QGhmwT581R2akGGCqoE937CInzBT1Ykg/view,2019-01-18,2018-08-06,2018-08-12,SurveyMonkey,,44.0,53.0,41.483824,52.139324
1239,86002,All polls,1500,a,0.89223368,B,False,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,2018-08-13,2018-08-06,2018-08-12,Gallup,,39.0,56.0,39.758978,54.571502
1240,85971,All polls,1000,a,0.12143551,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/533y96bbod/tabs_Trump_Tweets_20180808.pdf,2018-08-10,2018-08-09,2018-08-09,YouGov,,40.0,53.0,40.852674,55.092018
1241,86001,All polls,1500,lv,0.31709559,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2018-08-13,2018-08-08,2018-08-12,Rasmussen Reports/Pulse Opinion Research,T,48.0,50.0,42.589808,51.35076
1242,86006,All polls,1000,a,0.12223134000000001,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8n3b6zhtdv/tabs_Trump_Tweets_20180809.pdf,2018-08-13,2018-08-09,2018-08-11,YouGov,,38.0,52.0,38.852674,54.092018
1243,86047,All polls,1175,rv,1.6258093,B+,False,https://poll.qu.edu/national/release-detail?ReleaseID=2561,2018-08-14,2018-08-09,2018-08-13,Quinnipiac University,,41.0,54.0,42.608102,52.795748
1244,86008,All polls,1000,a,0.12242102,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wyib3gs0nh/tabs_Trump_Tweets_20180810.pdf,2018-08-13,2018-08-10,2018-08-12,YouGov,,41.0,49.0,41.852674,51.092018
1245,86246,All polls,2235,a,0.53051454,B-,False,http://polling.reuters.com/#!response/CP3_2/type/smallest/,2018-08-22,2018-08-08,2018-08-14,Ipsos,T,41.4,53.2,42.425229,51.863094
1246,86049,All polls,1002,a,1.2757654999999999,B/C,False,http://cdn.cnn.com/cnn/2018/images/08/13/rel7a.-.trump2c.russia.pdf,2018-08-14,2018-08-09,2018-08-12,CNN/SSRS,,42.0,53.0,42.820061,52.370188
1247,86480,All polls,2202,a,0.46848489,B/C,False,https://morningconsult.com/wp-content/uploads/2018/08/180814_crosstabs_BRANDS_vCAFE_HS.pdf,2018-08-28,2018-08-10,2018-08-12,Morning Consult,,41.0,52.0,40.132344,52.905957
1248,86085,All polls,11023,a,0.14582813,D-,False,https://drive.google.com/file/d/1jtCzw4iHsdDqcyGzE5wKf12PHSPDQV-8/view,2018-08-16,2018-08-09,2018-08-15,SurveyMonkey,,45.0,52.0,42.483824,51.139324
1249,86010,All polls,1000,a,0.12300603,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/w6ewj3vaef/tabs_Trump_Tweets_20180811.pdf,2018-08-13,2018-08-11,2018-08-13,YouGov,,41.0,52.0,41.852674,54.092018
1250,91999,All polls,1000,a,0.12252259,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3zpzpm8ifc/tabs_Trump_Tweets_20180812.pdf,2018-11-28,2018-08-12,2018-08-14,YouGov,,40.0,54.0,40.852674,56.092018
1251,86062,All polls,1500,a,0.18378388,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6ote18t1hm/econTabReport.pdf,2018-08-15,2018-08-12,2018-08-14,YouGov,,42.0,49.0,42.852674,51.092018
1252,86433,All polls,1000,a,0.5479127,C/D,False,http://polls.saintleo.edu/wp-content/uploads/2018/08/Saint-Leo-University-Polling-Institute-_-August-2018-Polling-Questions-as-Asked.pdf,2018-08-28,2018-08-10,2018-08-16,Saint Leo University,,47.8,49.5,47.022962,49.262864
1253,86090,All polls,1000,a,0.1232774,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b5psc62fnv/tabs_Trump_Tweets_20180813.pdf,2018-08-16,2018-08-13,2018-08-15,YouGov,,42.0,50.0,42.852674,52.092018
1254,86084,All polls,1500,lv,0.46169539000000004,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2018-08-16,2018-08-13,2018-08-15,Rasmussen Reports/Pulse Opinion Research,T,49.0,50.0,43.589808,51.35076
1255,86092,All polls,1000,a,0.12404413,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/rwrshz1evl/tabs_Trump_Tweets_20180814.pdf,2018-08-16,2018-08-14,2018-08-16,YouGov,,41.0,51.0,41.852674,53.092018
1256,86097,All polls,1000,a,0.12482308,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2avzxd94m2/tabs_Trump_Tweets_20180815.pdf,2018-08-17,2018-08-15,2018-08-16,YouGov,,37.0,53.0,37.852674,55.092018
1257,91772,All polls,2479,a,0.03701011,D-,False,https://drive.google.com/file/d/1lMcK41cYnA9oqCQlgqpGmUeCNNDZhTV2/view,2018-11-16,2018-08-15,2018-08-17,SurveyMonkey,,43.0,55.0,40.483824,54.139324
1258,86106,All polls,1500,a,0.89223368,B,False,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,2018-08-20,2018-08-13,2018-08-19,Gallup,,42.0,52.0,42.758978,50.571502
1259,86205,All polls,1974,rv,0.38470552,B/C,False,https://morningconsult.com/wp-content/uploads/2018/08/180824_crosstabs_Politico_v1_.pdf,2018-08-22,2018-08-16,2018-08-18,Morning Consult,,42.0,55.0,41.132344,55.905957
1260,86113,All polls,805,a,1.8020903,A+,False,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_082018/,2018-08-20,2018-08-15,2018-08-19,Monmouth University,,43.0,50.0,43.171561,51.423165
1261,86107,All polls,1000,a,0.12496141000000001,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/nztpkc36q0/tabs_Trump_Tweets_20180816.pdf,2018-08-20,2018-08-16,2018-08-17,YouGov,,41.0,51.0,41.852674,53.092018
1262,86148,All polls,1500,lv,0.41389485000000004,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2018-08-21,2018-08-16,2018-08-20,Rasmussen Reports/Pulse Opinion Research,T,46.0,53.0,40.589808,54.35076
1263,86456,All polls,2248,a,0.710001429999999,B-,False,http://polling.reuters.com/#!response/CP3_2/type/smallest/,2018-08-28,2018-08-15,2018-08-21,Ipsos,T,42.1,54.1,43.125229,52.763094
1264,86397,All polls,1055,a,1.4512304,,False,http://www.apnorc.org/PDFs/AP-NORC%20Omnibus%20August%202018/Omnibus%20August%202018%20topline_trade.pdf,2018-08-24,2018-08-16,2018-08-20,AP-NORC,,38.0,60.0,39.892768,55.46934
1265,86109,All polls,1000,a,0.12445888000000001,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/o6ehlo3uun/tabs_Trump_Tweets_20180817.pdf,2018-08-20,2018-08-17,2018-08-19,YouGov,,41.0,50.0,41.852674,52.092018
1266,86171,All polls,1100,a,1.4016035,B,False,http://americanresearchgroup.com/economy/,2018-08-21,2018-08-17,2018-08-20,American Research Group,,36.0,59.0,38.156749,56.194225
1267,86111,All polls,1000,a,0.12436766,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/72h8s1qsl4/tabs_Trump_Tweets_20180818.pdf,2018-08-20,2018-08-18,2018-08-19,YouGov,,38.0,53.0,38.852674,55.092018
1268,86304,All polls,15141,a,0.21669117000000002,D-,False,https://drive.google.com/file/d/1m7NO-E3KObimsAEN-rQTTg_RkfDmMsIj/view,2018-08-23,2018-08-16,2018-08-22,SurveyMonkey,,44.0,54.0,41.483824,53.139324
1269,86122,All polls,1000,a,0.12388139000000001,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yntpceor1c/tabs_Trump_Tweets_20180819.pdf,2018-08-20,2018-08-19,2018-08-20,YouGov,,43.0,51.0,43.852674,53.092018
1270,86237,All polls,1009,rv,1.7183711,A-,False,https://www.scribd.com/document/386839782/Fox-August-2018-Naitonal-Topline-August-22-Release,2018-08-22,2018-08-19,2018-08-21,Fox News,,45.0,53.0,43.073573,53.499204
1271,86408,All polls,900,rv,1.3380472,A-,False,http://media1.s-nbcnews.com/i/today/z_creative/18798NBCWSJAugustPoll.pdf,2018-08-26,2018-08-18,2018-08-22,NBC News/The Wall Street Journal,,46.0,51.0,45.221925,51.911176
1272,86206,All polls,1500,a,0.18582209,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iqa9xbuq8j/econTabReport.pdf,2018-08-22,2018-08-19,2018-08-21,YouGov,,41.0,49.0,41.852674,51.092018
1273,86232,All polls,1000,rv,0.13991889999999998,C,False,http://thehill.com/hilltv/what-americas-thinking/403051-trumps-approval-rating-at-48-percent-in-new-hilltv-poll,2018-08-22,2018-08-20,2018-08-21,HarrisX,,48.0,52.0,43.702992,51.295294
1274,86399,All polls,1000,a,0.12464912,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jex7ljntrg/tabs_Trump_Tweets_20180820.pdf,2018-08-24,2018-08-20,2018-08-21,YouGov,,42.0,50.0,42.852674,52.092018
1275,86398,All polls,1500,lv,0.36513175000000003,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2018-08-24,2018-08-21,2018-08-23,Rasmussen Reports/Pulse Opinion Research,T,46.0,53.0,40.589808,54.35076
1276,86496,All polls,5003,rv,0.6504196,C,False,https://scottrasmussen.com/Toplines-full-week-president-trump-job-approval/,2018-08-29,2018-08-19,2018-08-24,HarrisX,T,47.0,53.0,42.702992,52.295294
1277,86401,All polls,1000,a,0.12549229,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ry2w590xr6/tabs_Trump_Tweets_20180821.pdf,2018-08-24,2018-08-21,2018-08-22,YouGov,,38.0,53.0,38.852674,55.092018
1278,86481,All polls,4362,a,0.06569384,D-,False,https://drive.google.com/file/d/1mncz5-GrcnkamLEkzWVQSvTHFfJML-Wc/view,2018-08-28,2018-08-22,2018-08-24,SurveyMonkey,,44.0,53.0,41.483824,52.139324
1279,86421,All polls,1500,a,0.89223368,B,False,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,2018-08-27,2018-08-20,2018-08-26,Gallup,,41.0,54.0,41.758978,52.571502
1280,86403,All polls,1000,a,0.12617595,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fxle4ek2b1/tabs_Trump_Tweets_20180822.pdf,2018-08-24,2018-08-22,2018-08-23,YouGov,,39.0,51.0,39.852674,53.092018
1281,86422,All polls,1330,rv,0.16962969,C,False,https://harvardharrispoll.com/wp-content/uploads/2018/08/Final_HHP_Aug2018_RegisteredVoters_Topline_Memo.pdf,2018-08-27,2018-08-22,2018-08-23,Harris Poll,,46.0,54.0,41.702992,53.295294
1282,86405,All polls,1564,rv,0.20124401,B/C,False,https://morningconsult.com/wp-content/uploads/2018/08/180830_crosstabs_Politico_v1_-1.pdf,2018-08-24,2018-08-23,2018-08-24,Morning Consult,,41.0,55.0,40.132344,55.905957
1283,86411,All polls,600,rv,0.89987927,A-,False,http://media1.s-nbcnews.com/i/today/z_creative/18852NBCWSJAugustN=600FlashPoll.pdf,2018-08-26,2018-08-22,2018-08-25,NBC News/The Wall Street Journal,,44.0,52.0,43.221925,52.911176
1284,86417,All polls,1000,a,0.1262101,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9b19gibhsg/tabs_Trump_Tweets_20180823.pdf,2018-08-27,2018-08-23,2018-08-24,YouGov,,41.0,50.0,41.852674,52.092018
1285,86566,All polls,3380,a,1.02294537,B-,False,http://polling.reuters.com/#!response/CP3_2/type/smallest/,2018-09-04,2018-08-22,2018-08-28,Ipsos,T,37.4,56.4,38.425229,55.063094
1286,92552,All polls,2201,a,0.27064171,B/C,False,https://morningconsult.com/wp-content/uploads/2018/09/180835_crosstabs_BRANDS_v3_DK.pdf,2019-01-08,2018-08-24,2018-08-26,Morning Consult,,43.0,51.0,42.132344,51.905957
1287,86492,All polls,1000,lv,0.78436563,C/D,False,http://mclaughlinonline.com/2018/08/29/ma-poll-national-monthly-august/,2018-08-29,2018-08-22,2018-08-27,McLaughlin & Associates,,48.0,50.0,44.179561,51.525696
1288,86419,All polls,1000,a,0.12559448,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/spp4z0q3qu/tabs_Trump_Tweets_20180824.pdf,2018-08-27,2018-08-24,2018-08-25,YouGov,,41.0,51.0,41.852674,53.092018
1289,86494,All polls,1000,rv,1.7774261,A,False,https://www.suffolk.edu/documents/SUPRC/8_29_2018_marginals.pdf,2018-08-29,2018-08-23,2018-08-28,Suffolk University,,39.8,55.8,38.780315,56.149997
1290,86616,All polls,1201,a,1.8818552,,False,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-Late-Summer-2018,2018-09-05,2018-08-23,2018-08-28,Kaiser Family Foundation,,37.0,59.0,37.776324,57.337846
1291,86501,All polls,14089,a,0.20518914,D-,False,https://drive.google.com/file/d/1nqXZql8adEnzkEpWdwoHVD-DxQK1jGt7/view,2018-08-30,2018-08-23,2018-08-29,SurveyMonkey,,44.0,55.0,41.483824,54.139324
1292,86428,All polls,1000,a,0.12499035,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/lrqsj6p4pe/tabs_Trump_Tweets_20180825.pdf,2018-08-28,2018-08-25,2018-08-27,YouGov,,41.0,52.0,41.852674,54.092018
1293,86514,All polls,902,a,1.6213185,A/B,False,https://www.investors.com/politics/trumps-approval-midterm-elections-ibd-tipp-poll/,2018-08-31,2018-08-23,2018-08-30,IBD/TIPP,,36.0,56.0,37.5486,55.42074
1294,86430,All polls,1000,a,0.12439741,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tr729u5j7m/tabs_Trump_Tweets_20180826.pdf,2018-08-28,2018-08-27,2018-08-27,YouGov,,43.0,51.0,43.852674,53.092018
1295,86484,All polls,1500,a,0.18659611,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/krhk8brhhw/econTabReport.pdf,2018-08-29,2018-08-26,2018-08-28,YouGov,,41.0,48.0,41.852674,50.092018
1296,86483,All polls,1500,lv,0.41319279999999997,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2018-08-29,2018-08-26,2018-08-28,Rasmussen Reports/Pulse Opinion Research,T,47.0,53.0,41.589808,54.35076
1297,86607,All polls,572,rv,0.9409870100000001,B,False,http://lawworksaction.org/wp-content/uploads/2018/08/Law-Works-PPP-August-Results.pdf,2018-09-05,2018-08-27,2018-08-28,Public Policy Polling,,41.0,56.0,40.515684,56.200651
1298,86509,All polls,1003,a,2.1282265,A+,False,https://www.langerresearch.com/wp-content/uploads/1200a1TrumpandtheMuellerInvestigation.pdf,2018-08-31,2018-08-26,2018-08-29,ABC News/The Washington Post,,36.0,60.0,36.76792,58.638009
1299,104312,All polls,2202,a,0.25222034,B/C,False,https://pac.morningconsultintelligence.com/pac-crosstabs-2018.pdf,2019-10-12,2018-08-27,2018-08-29,Morning Consult,,41.0,52.0,40.132344,52.905957
1300,86515,All polls,1000,a,0.12505898000000001,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/e93fscpfis/tabs_Trump_Tweets_20180827.pdf,2018-08-31,2018-08-27,2018-08-29,YouGov,,39.0,51.0,39.852674,53.092018
1301,86622,All polls,894,rv,1.078662,B/C,False,https://voxpoppolling.com/wp-content/uploads/2018/09/PopPolling-National-Football-Survey-Topline-Results-Sept-2018.pdf,2018-09-05,2018-08-27,2018-08-29,Vox Populi Polling,,48.0,52.0,45.621509,52.71503
1302,86519,All polls,1000,a,0.12576322,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jewa4rlsle/tabs_Trump_Tweets_20180828.pdf,2018-08-31,2018-08-28,2018-08-30,YouGov,,43.0,50.0,43.852674,52.092018
1303,86544,All polls,2433,a,0.03706097,D-,False,https://drive.google.com/file/d/1oGcuD47xa5GTBjymAFhd7oTxC9Lfyz3Z/view,2018-09-03,2018-08-28,2018-08-30,SurveyMonkey,,44.0,54.0,41.483824,53.139324
1304,86529,All polls,5000,rv,0.59437007,C,False,https://scottrasmussen.com/Full-week-president-trump-job-approval,2018-09-03,2018-08-26,2018-08-31,HarrisX,T,46.0,54.0,41.702992,53.295294
1305,92553,All polls,2197,a,0.24060662,B/C,False,https://morningconsult.com/wp-content/uploads/2018/09/180844_crosstabs_BRANDS_v1_.pdf,2019-01-08,2018-08-29,2018-08-31,Morning Consult,,41.0,53.0,40.132344,53.905957
1306,86517,All polls,1000,a,0.12641555000000002,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4ys8d8zo6u/tabs_Trump_Tweets_20180829.pdf,2018-08-31,2018-08-29,2018-08-30,YouGov,,38.0,54.0,38.852674,56.092018
1307,86543,All polls,1500,a,0.89223368,B,False,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,2018-09-03,2018-08-27,2018-09-02,Gallup,,41.0,53.0,41.758978,51.571502
1308,86528,All polls,1000,rv,1.6262539999999999,A-,False,https://www.emerson.edu/news-events/emerson-college-today/emerson-e-poll-voters-better-off-financially-country-worse-off-overall-under-trump-consider-third-party-option-2020#.W420Di2ZPzL,2018-09-03,2018-08-29,2018-08-31,Emerson College,,37.7,53.3,36.512204,56.109789
1309,86555,All polls,1964,rv,0.21508939,B/C,False,https://morningconsult.com/wp-content/uploads/2018/08/180842_crosstabs_Politico_v1_.pdf,2018-09-04,2018-08-28,2018-08-31,Morning Consult,,46.0,51.0,45.132344,51.905957
1310,86546,All polls,1000,a,0.12641774,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bxo9pxyxu7/tabs_Trump_Tweets_20180830.pdf,2018-09-03,2018-08-30,2018-08-31,YouGov,,39.0,50.0,39.852674,52.092018
1311,86526,All polls,1500,lv,0.31709559,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2018-09-03,2018-08-29,2018-09-02,Rasmussen Reports/Pulse Opinion Research,T,47.0,51.0,41.589808,52.35076
1312,86608,All polls,1002,a,2.1439833999999998,A+,False,https://www.dropbox.com/sh/j4bh7uofb3irmiy/AABoJo0BTunwf_dtbcRxMKura?dl=0&preview=Grinnell+College+National+Poll+-+A+Challenging+Road+to+2020+Release+with+data+EMBARGOED+UNTIL+SEPTEMBER+5+2018.pdf,2018-09-05,2018-08-29,2018-09-02,Selzer & Co.,,39.0,50.0,38.881543,51.753445
1313,86547,All polls,1000,a,0.12578993,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4d5ypt67lq/tabs_Trump_Tweets_20180831.pdf,2018-09-03,2018-08-31,2018-09-01,YouGov,,40.0,52.0,40.852674,54.092018
1314,86688,All polls,1000,rv,0.13340856,C,False,http://thehill.com/hilltv/what-americas-thinking/405578-trump-approval-at-47-percent-says-hilltv-poll,2018-09-07,2018-08-31,2018-09-01,HarrisX,,47.0,53.0,42.702992,52.295294
1315,92554,All polls,2201,a,0.25049204,B/C,False,https://morningconsult.com/wp-content/uploads/2018/09/180847_crosstabs_BRANDS_v1_.pdf,2019-01-08,2018-08-30,2018-09-02,Morning Consult,,42.0,52.0,41.132344,52.905957
1316,86795,All polls,2387,a,0.7132586999999999,B-,False,http://polling.reuters.com/#!response/CP3_2/type/smallest/,2018-09-11,2018-08-29,2018-09-04,Ipsos,T,39.7,54.3,40.725229,52.963094
1317,91770,All polls,2698,a,0.03828878,D-,False,https://drive.google.com/file/d/196NLTE1tFCJlxIncWf7VHq3koAdjh4DB/view,2018-11-16,2018-08-30,2018-09-03,SurveyMonkey,,42.0,55.0,39.483824,54.139324
1318,91969,All polls,1000,a,0.12511905,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dpp3l6zkf3/tabs_Trump_Tweets_20180901.pdf,2018-11-28,2018-09-01,2018-09-02,YouGov,,39.0,53.0,39.852674,55.092018
1319,124069,All polls,1000,rv,1.206167,B/C,False,https://www.winningtheissues.org/wp-content/uploads/2018/09/August-2018-Winning-the-Issues-Survey.pdf,2020-05-29,2018-08-29,2018-09-05,Winston Group,,40.0,51.0,40.338446,52.505889
1320,86635,All polls,9709,a,0.13500032,D-,False,https://drive.google.com/file/d/1pkz5HWM3zJriAkC9uRHOOOz2jQZwagN2/view,2018-09-06,2018-08-30,2018-09-05,SurveyMonkey,,43.0,54.0,40.483824,53.139324
1321,91971,All polls,1000,a,0.12445967000000001,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0hymyxg17p/tabs_Trump_Tweets_20180902.pdf,2018-11-28,2018-09-02,2018-09-03,YouGov,,41.0,51.0,41.852674,53.092018
1322,86614,All polls,1500,a,0.18668949999999998,B,False,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/22joa4cprz/econTabReport.pdf,2018-09-05,2018-09-02,2018-09-04,YouGov,,38.0,53.0,38.852674,55.092018
1323,86629,All polls,1500,lv,0.46169539000000004,C+,False,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,2018-09-06,2018-09-03,2018-09-05,Rasmussen Reports/Pulse Opinion Research,T,46.0,53.0,40.589808,54.35076
